SharedMemoryNone: SharedMemoryAllocate 1073741824 GPU implementation 
0SharedMemoryNone:  SharedMemoryNone.cc acceleratorAllocDevice 1073741824bytes at 0x300000000 for comms buffers 

__|__|__|__|__|__|__|__|__|__|__|__|__|__|__
__|__|__|__|__|__|__|__|__|__|__|__|__|__|__
__|_ |  |  |  |  |  |  |  |  |  |  |  | _|__
__|_                                    _|__
__|_   GGGG    RRRR    III    DDDD      _|__
__|_  G        R   R    I     D   D     _|__
__|_  G        R   R    I     D    D    _|__
__|_  G  GG    RRRR     I     D    D    _|__
__|_  G   G    R  R     I     D   D     _|__
__|_   GGGG    R   R   III    DDDD      _|__
__|_                                    _|__
__|__|__|__|__|__|__|__|__|__|__|__|__|__|__
__|__|__|__|__|__|__|__|__|__|__|__|__|__|__
  |  |  |  |  |  |  |  |  |  |  |  |  |  |  


Copyright (C) 2015 Peter Boyle, Azusa Yamaguchi, Guido Cossu, Antonin Portelli and other authors

This program is free software; you can redistribute it and/or modify
it under the terms of the GNU General Public License as published by
the Free Software Foundation; either version 2 of the License, or
(at your option) any later version.

This program is distributed in the hope that it will be useful,
but WITHOUT ANY WARRANTY; without even the implied warranty of
MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
GNU General Public License for more details.
Current Grid git commit hash=e138258129faed5cb12fc0e5bbf829f69c6a2a3d: (HEAD -> feature/gpt, origin/feature/gpt, origin/HEAD) uncommited changes

Grid : Message : ================================================ 
Grid : Message : MPI is initialised and logging filters activated 
Grid : Message : ================================================ 
Grid : Message : This rank is running on host Eriks-MacBook-Pro-7.local
Grid : Message : Requested 1073741824 byte stencil comms buffers 
Grid : Message : MemoryManager::Init() setting up
Grid : Message : MemoryManager::Init() cache pool for recent host   allocations: SMALL 8 LARGE 2 HUGE 0
Grid : Message : MemoryManager::Init() cache pool for recent device allocations: SMALL 16 LARGE 8 Huge 0
Grid : Message : MemoryManager::Init() cache pool for recent shared allocations: SMALL 16 LARGE 8 Huge 0
Grid : Message : MemoryManager::Init() Unified memory space

=============================================
              Initialized GPT                
     Copyright (C) 2020 Christoph Lehner     
=============================================
GPT :       0.228293 s : Initializing gpt.random(nambu-obc5d-1k,vectorized_ranlux24_389_64) took 0.000491858 s
GPT :       0.240335 s : 
                       : Nambu HMC Markov chain with 5D OBC scaffold in G
                       :   lattice = [4, 4, 4, 4]
                       :   beta    = 1.0
                       :   c_p     = 0.75
                       :   c_r     = 1.5
                       :   kappa5  = 1.0
                       :   tau     = 2.0, MD steps = 10  (eps = 0.2)
                       :   ntherm  = 10, ntraj = 1000
                       : 
GPT :       0.265027 s : Thermalizing 10 trajectories
GPT :      16.787600 s : Thermalized in 16.5 s: plaquette = 0.062985
GPT :      18.469876 s : Trajectory 0: plaquette = 0.051072, dH = -4.4148e-01, accept = 1, Q = +0.008046, S5 = -11.0653
GPT :      20.157790 s : Trajectory 1: plaquette = 0.051072, dH = +1.3904e+00, accept = 0, Q = +0.008046, S5 = -3.9332
GPT :      21.850701 s : Trajectory 2: plaquette = 0.051072, dH = +1.1267e+00, accept = 0, Q = +0.008046, S5 = -4.9720
GPT :      23.544478 s : Trajectory 3: plaquette = 0.051072, dH = +9.8140e-01, accept = 0, Q = +0.008046, S5 = +16.2585
GPT :      25.235011 s : Trajectory 4: plaquette = 0.065483, dH = -8.4302e-01, accept = 1, Q = -0.071406, S5 = -25.5940
GPT :      26.908798 s : Trajectory 5: plaquette = 0.068178, dH = -1.2959e-01, accept = 1, Q = -0.011969, S5 = -14.1410
GPT :      28.581482 s : Trajectory 6: plaquette = 0.036710, dH = +2.2305e-01, accept = 1, Q = -0.059168, S5 = -19.1356
GPT :      30.273760 s : Trajectory 7: plaquette = 0.036710, dH = +1.7936e+00, accept = 0, Q = -0.059168, S5 = -14.6715
GPT :      31.969783 s : Trajectory 8: plaquette = 0.071831, dH = +1.5794e-01, accept = 1, Q = +0.240258, S5 = +24.1713
GPT :      33.648174 s : Trajectory 9: plaquette = 0.071831, dH = +1.7836e+00, accept = 0, Q = +0.240258, S5 = -19.3383
GPT :      35.323858 s : Trajectory 10: plaquette = 0.077608, dH = -7.8980e-01, accept = 1, Q = +0.188742, S5 = -17.3071
GPT :      37.002187 s : Trajectory 11: plaquette = 0.068158, dH = +1.4111e+00, accept = 1, Q = +0.093876, S5 = -21.0226
GPT :      38.685726 s : Trajectory 12: plaquette = 0.058134, dH = +9.7958e-01, accept = 1, Q = -0.044896, S5 = -18.5292
GPT :      40.352539 s : Trajectory 13: plaquette = 0.058134, dH = +1.1527e+00, accept = 0, Q = -0.044896, S5 = -28.8905
GPT :      42.037522 s : Trajectory 14: plaquette = 0.053446, dH = +6.0727e-01, accept = 1, Q = +0.096583, S5 = -7.2651
GPT :      43.701111 s : Trajectory 15: plaquette = 0.059916, dH = -1.4189e-02, accept = 1, Q = +0.002416, S5 = -13.7088
GPT :      45.364946 s : Trajectory 16: plaquette = 0.052748, dH = +1.0172e+00, accept = 1, Q = -0.110648, S5 = -12.2710
GPT :      47.052592 s : Trajectory 17: plaquette = 0.056061, dH = +4.0816e-01, accept = 1, Q = +0.054960, S5 = -1.4314
GPT :      48.726438 s : Trajectory 18: plaquette = 0.051997, dH = -1.2853e+00, accept = 1, Q = -0.088357, S5 = -11.3767
GPT :      50.406997 s : Trajectory 19: plaquette = 0.058914, dH = -4.3623e-01, accept = 1, Q = +0.072944, S5 = +9.5931
GPT :      52.100668 s : Trajectory 20: plaquette = 0.065055, dH = -1.5624e-02, accept = 1, Q = +0.088357, S5 = +7.9964
GPT :      53.786352 s : Trajectory 21: plaquette = 0.063184, dH = -2.4752e-01, accept = 1, Q = -0.067733, S5 = +39.2002
GPT :      55.463265 s : Trajectory 22: plaquette = 0.063224, dH = -1.2174e+00, accept = 1, Q = -0.185738, S5 = -17.6472
GPT :      57.129789 s : Trajectory 23: plaquette = 0.063224, dH = +1.3087e+00, accept = 0, Q = -0.185738, S5 = +10.9141
GPT :      58.811001 s : Trajectory 24: plaquette = 0.063224, dH = +1.4641e+00, accept = 0, Q = -0.185738, S5 = +41.7704
GPT :      60.471404 s : Trajectory 25: plaquette = 0.060634, dH = +3.5777e-03, accept = 1, Q = -0.022805, S5 = -51.4889
GPT :      62.141950 s : Trajectory 26: plaquette = 0.054453, dH = +4.5649e-01, accept = 1, Q = +0.016606, S5 = -16.5783
GPT :      63.796890 s : Trajectory 27: plaquette = 0.061764, dH = -6.6137e-01, accept = 1, Q = -0.205643, S5 = -24.5577
GPT :      65.457433 s : Trajectory 28: plaquette = 0.041379, dH = +1.1488e+00, accept = 1, Q = +0.020382, S5 = +14.5866
GPT :      67.128968 s : Trajectory 29: plaquette = 0.055504, dH = -7.2899e-02, accept = 1, Q = +0.071093, S5 = -3.5516
GPT :      68.832968 s : Trajectory 30: plaquette = 0.076268, dH = -7.0249e-02, accept = 1, Q = -0.117769, S5 = +4.7882
GPT :      70.537954 s : Trajectory 31: plaquette = 0.066236, dH = +9.9812e-01, accept = 1, Q = -0.067354, S5 = +2.1934
GPT :      72.215826 s : Trajectory 32: plaquette = 0.064666, dH = +5.6683e-01, accept = 1, Q = +0.147198, S5 = -14.5073
GPT :      73.910620 s : Trajectory 33: plaquette = 0.063203, dH = -1.3960e-01, accept = 1, Q = +0.103659, S5 = +0.6285
GPT :      75.609768 s : Trajectory 34: plaquette = 0.063203, dH = +1.1894e+00, accept = 0, Q = +0.103659, S5 = -21.0684
GPT :      77.300025 s : Trajectory 35: plaquette = 0.062054, dH = +8.4041e-01, accept = 1, Q = +0.031557, S5 = -30.8837
GPT :      78.988047 s : Trajectory 36: plaquette = 0.050419, dH = -2.8875e-01, accept = 1, Q = +0.020667, S5 = -14.9579
GPT :      80.685011 s : Trajectory 37: plaquette = 0.062600, dH = -3.7889e-01, accept = 1, Q = -0.017309, S5 = +9.4523
GPT :      82.381637 s : Trajectory 38: plaquette = 0.067839, dH = +2.6441e-01, accept = 1, Q = -0.108182, S5 = +12.9241
GPT :      84.136995 s : Trajectory 39: plaquette = 0.061026, dH = -4.1552e-01, accept = 1, Q = +0.069691, S5 = -1.2109
GPT :      85.847369 s : Trajectory 40: plaquette = 0.061026, dH = +1.0708e+00, accept = 0, Q = +0.069691, S5 = -3.6116
GPT :      87.535613 s : Trajectory 41: plaquette = 0.050818, dH = -3.1826e-01, accept = 1, Q = -0.131130, S5 = -2.5691
GPT :      89.229450 s : Trajectory 42: plaquette = 0.059547, dH = +4.3444e-01, accept = 1, Q = -0.077713, S5 = +51.6084
GPT :      90.964666 s : Trajectory 43: plaquette = 0.059547, dH = +8.9392e-01, accept = 0, Q = -0.077713, S5 = -16.2306
GPT :      92.670610 s : Trajectory 44: plaquette = 0.059547, dH = +1.0692e+00, accept = 0, Q = -0.077713, S5 = +21.8473
GPT :      94.369228 s : Trajectory 45: plaquette = 0.053211, dH = -4.3732e-01, accept = 1, Q = +0.055105, S5 = -23.7687
GPT :      96.082213 s : Trajectory 46: plaquette = 0.055534, dH = -8.5514e-01, accept = 1, Q = -0.116949, S5 = -14.8196
GPT :      97.765926 s : Trajectory 47: plaquette = 0.055534, dH = +1.4287e+00, accept = 0, Q = -0.116949, S5 = +25.5297
GPT :      99.454746 s : Trajectory 48: plaquette = 0.066921, dH = -1.5568e-01, accept = 1, Q = -0.085528, S5 = -39.0984
GPT :     101.153447 s : Trajectory 49: plaquette = 0.066921, dH = +1.2867e+00, accept = 0, Q = -0.085528, S5 = +13.9874
GPT :     102.851566 s : Trajectory 50: plaquette = 0.057363, dH = +8.0474e-02, accept = 1, Q = -0.183514, S5 = -0.9197
GPT :     104.536947 s : Trajectory 51: plaquette = 0.057363, dH = +9.7631e-01, accept = 0, Q = -0.183514, S5 = +1.7053
GPT :     106.248141 s : Trajectory 52: plaquette = 0.051536, dH = +5.7926e-01, accept = 1, Q = +0.143197, S5 = -3.9524
